key,affiliation,uni?
homepages/t/MartinTheobald,"University of Ulm, Germany",True
homepages/t/MichaelTeschke,"University of Erlangen-Nuremberg, Germany",True
homepages/t/DucThanhTran,"Karlsruhe Institute of Technology, Germany",True
homepages/t/DucThanhTran,"University of Karlsruhe, Germany",True
homepages/225/9415,"University of Trier, Germany",True
homepages/225/9428,"University of Trier, Germany",True
homepages/59/5618,"Karlsruhe Institute of Technology, AIFB, Germany",True
homepages/59/11177,"University of Bonn, Institute of Computer Science, Germany",True
homepages/59/6484,"Ludwig Maximilian University of Munich, Germany",True
homepages/59/2380-3,"Karlsruhe Institute of Technology, Institute of Applied Computer Science, Karlsruhe, Germany",True
homepages/59/5226,"Heidelberg University, HCI, Germany",True
homepages/59/8577,"Free University of Berlin, Germany",True
homepages/59/3184,"Heinrich Heine University of Düsseldorf, Department of Computer Science, Germany",True
homepages/59/1213,"TU Berlin, Germany",True
homepages/59/1656-2,"Saarland University, Saarbrücken, Germany",True
homepages/59/6142,"University of Tübingen, Wilhelm-Schickard-Institute for Computer Science, Germany",True
homepages/59/4391,"University of Stuttgart, Germany",True
homepages/59/8483-1,"TU Dortmund University, Faculty of Informatics, Germany",True
homepages/77/2816,"University of Hanover, Germany",True
homepages/77/3850,"Hochschule Hannover, Germany",True
homepages/77/4263,"University of Potsdam, Institute of Computer Science, Germany",True
homepages/77/1721,"University of Düsseldorf, Germany",True
homepages/77/4813,"Ludwig Maximilian University of Munich, Germany",True
homepages/77/940,"University of Stuttgart, Machine Learning and Robotics Lab, Germany",True
homepages/77/10481,"Technical University Munich, Germany",True
homepages/77/6294,"University of Leipzig, Germany",True
homepages/204/6414,"Hasso Plattner Institute, University of Potsdam, Germany",True
homepages/90/6913,"RWTH Aachen University, Human-Computer Interaction Center, Germany",True
homepages/90/4912,"University of Paderborn, Heinz Nixdorf Institut, Germany",True
homepages/90/5114,"Technical University Braunschweig, Germany",True
homepages/90/6305,"University of Bamberg, Germany",True
homepages/90/1312,"University of Stuttgart, Institute for Natural Language Processing, Germany",True
homepages/90/4529,"University of Lübeck, Germany",True
homepages/90/2059,"University of Kiel, Department of Computer Science, Germany",True
homepages/90/3425,"Saarland University, Saarbrücken, Germany",True
homepages/90/7393,"Ludwig Maximilian University of Munich, Germany",True
homepages/90/7854,"Ruhr University Bochum, Germany",True
homepages/90/2562-10,"University of Augsburg, Chair of Embedded Intelligence for Health Care and Wellbeing, Germany",True
homepages/90/2562-10,"University of Passau, Chair of Complex and Intelligent Systems, Germany",True
homepages/90/834-1,"Technische Universität Dortmund, Germany",True
homepages/90/8556,"University of Freiburg, Germany",True
homepages/90/1129,"Karlsruhe Institute of Technology, Germany",True
homepages/90/4055,"Universität des Saarlandes, Saarbrücken, Germany",True
homepages/90/1401,"University of Freiburg, Germany",True
homepages/61/2323,"Friedrich-Alexander Universität Erlangen-Nürnberg, Erlangen, Germany",True
homepages/61/2323,"University of Münster, Germany",True
homepages/61/3763,"Humboldt-Universität, Berlin, Germany",True
homepages/61/2653,"Ludwig-Maximilians-Universität, Institute of Clinical Radiology, Germany",True
homepages/61/5820,"Technical University of Dortmund, Germany",True
homepages/61/5820,"Universität Heidelberg, Germany",True
homepages/61/6434,"University of Konstanz, Germany",True
homepages/61/2132,"University of Münster, Germany",True
homepages/61/706,"University of Freiburg, Germany",True
homepages/61/7871,"University of Bremen, Digital Media Lab, Germany",True
homepages/61/9265-2,"LMU Munich, Germany",True
homepages/61/3560,"University of Trier, Department of Computer Science, Germany",True
homepages/61/3396-3,"University of Freiburg, Department of Computer Science, Germany",True
homepages/61/9609,"Ludwig Maximilian University of Munich, Germany",True
homepages/61/9609,"University of Passau, Germany",True
homepages/61/6003-2,"University of Applied Sciences Stuttgart, Germany",True
homepages/61/6003-2,"University of Mainz, Germany",True
homepages/61/989-1," Karlsruhe Institute of Technology, Germany",True
homepages/231/3737,"University of Trier, Germany",True
homepages/79/2505-1,"University of Bonn, Germany",True
homepages/79/5985,"University Hospital Munich, Department of Child and Adolescent Psychiatry, Germany",True
homepages/79/5985,"TU Munich, Department of Informatics, Germany",True
homepages/79/3265,"University of Freiburg, Germany",True
homepages/79/2957,"University of Augsburg, Department of Computer Science, Germany",True
homepages/79/7737,"University of Mannheim, Germany",True
homepages/79/6468-3,"Ruhr University Bochum, Germany",True
homepages/79/6049,"Bielefeld University, Germany",True
homepages/79/5699,"University of Passau, Germany",True
homepages/79/11490-1,"Technical University Munich, Germany",True
homepages/79/9941,"University of Bonn, Institute of Computer Science, Germany",True
homepages/79/3954,"University of Stuttgart, Germany",True
homepages/79/4807,"University of Lübeck, Germany",True
homepages/79/6069,"University of Hagen, Germany",True
homepages/79/10648,"University of Augsburg, Department of Computer Science, Germany",True
homepages/79/156,"Hamburg University of Technology, Germany",True
homepages/79/7126,"Ludwig Maximilian University of Munich, Germany",True
homepages/79/7085,"University of Jena, Germany",True
homepages/79/4560,"Universität Ulm, Germany",True
homepages/79/3736,"TU Darmstadt, Germany",True
homepages/79/3736,"Universität Siegen, Germany",True
homepages/79/10007,"Jacobs University Bremen, Germany",True
homepages/79/2065-3,"Technische Universität Ilmenau, Institute for Automation and Systems Engineering, Germany",True
homepages/79/3363,"Dresden University of Technology, Germany",True
homepages/79/4327,"Saarland University, Saarbrücken, Germany",True
homepages/79/7934,"TU Munich, Germany",True
homepages/79/9794,"TU Berlin, Department of Mathematics, Germany",True
homepages/79/9794,"University of Paderborn, Institute of Mathematics, Germany",True
homepages/177/4848,"Technical University of Munich, Germany",True
homepages/177/0372,"Ruhr University Bochum, Germany",True
homepages/217/2512,"University of Trier, Germany",True
homepages/125/4725-1,"TU Darmstadt, Germany",True
homepages/125/0630,"Albert-Ludwigs-Universität Freiburg, Germany",True
homepages/125/1251-2,"TU Munich, Department of Mechanical Engineering, Germany",True
homepages/65/3060,"University of Duisburg-Essen, Germany",True
homepages/65/4319,"TU München, Germany",True
homepages/65/1225,"Huawei European Research Center, Munich, Germany",True
homepages/65/3446,"Ludwig Maximilian University of Munich, Germany",True
homepages/65/6193,"University of Ulm, Germany",True
homepages/65/4695,"Technical University Munich, Germany",True
homepages/65/4336,"Paderborn University, Germany",True
homepages/65/1419,"Friedrich-Schiller-Universität, Jena, Germany",True
homepages/65/4122,"University of Hamburg, Germany",True
homepages/65/4681,"Bauhaus University, Weimar, Germany",True
homepages/65/2118,"TU Munich, Department of Informatics, Germany",True
homepages/65/2726-7,"University of Tübingen, Germany",True
homepages/65/9656,"University of Paderborn, Germany",True
homepages/65/3551,"Hochschule für angewandte Wissenschaften München, Germany",True
homepages/65/3551,"RWTH Aachen University, Germany",True
homepages/p/PeterPadawitz,"Technical University of Dortmund, Germany",True
homepages/p/StefanPickl,"Bundeswehr University Munich, Germany",True
homepages/p/StefanPosch,"Martin Luther University of Halle-Wittenberg, Germany",True
homepages/p/SebastianPado,"University of Stuttgart, Germany",True
homepages/p/SebastianPado,"Saarland University, Saarbrücken, Germany",True
homepages/p/AndreasPleuss,"Ludwig Maximilian University of Munich, Germany",True
homepages/p/MartinPfeifle,"Ludwig Maximilian University of Munich, Germany",True
homepages/p/PeterPepper,"Technical University of Berlin, Department of Mathematics, Germany",True
homepages/p/JanPeters1,"TU Darmstadt, Department of Computer Science, Germany",True
homepages/p/FlorianProbst,"University of Münster, Germany",True
homepages/p/GPernul,"University of Regensburg, Germany",True
homepages/p/JPosegga,"University of Passau, Germany",True
homepages/p/OdysseasPapapetrou,"L3S Research Center, Hanover, Germany",True
homepages/p/CPrehofer,"Ludwig Maximilians University Munich, Germany",True
homepages/p/ElenaPaslaruBontasSimperl,"Karlsruhe Institute of Technology, Germany",True
homepages/p/GuntherPalm,"University of Ulm, Germany",True
homepages/p/LutzPriese,"University of Koblenz and Landau, Germany",True
homepages/01/6659,"GESIS - Leibniz Institute for the Social Sciences, Germany",False
homepages/01/501,"Heidelberg Institute for Theoretical Studies, Exelixis Lab, Germany",False
homepages/01/689-1,"Academy of Fine Arts Saar, Experimental Media Lab (xm:lab), Saarbrücken, Germany",False
homepages/01/689-1,"German Research Centre for Artificial Intelligence (DFKI), Saarbrücken, Germany",False
homepages/01/1071,"Audio Labs Erlangen, Germany",False
homepages/01/4906,"Frankfurt Institute for Advanced Studies, Frankfurt am Main, Germany",False
homepages/116/1685,"GESIS - Leibniz Institute for the Social Sciences, Cologne, Germany",False
homepages/25/484,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/25/4763,"Fraunhofer Institute for Intelligent Analysis and Information Systems (IAIS), Sankt Augustin, Germany",False
homepages/25/7857,"Fraunhofer Institute for Mechatronic Systems Design (IEM), Paderborn, Germany",False
homepages/25/3953-1,"FZI Research Center for Information Technology, Karlsruhe, Germany",False
homepages/h/PeterHaase1,"metaphacts GmbH, Walldorf, Germany",False
homepages/h/UllrichHustadt,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/24/6772,"Frankfurt Institute for Advanced Studies (FIAS), Frankfurt am Main, Germany",False
homepages/24/6573,"German Aerospace Center, Germany",False
homepages/24/3071-2,"Verigy Ltd, Germany",False
homepages/124/7240,"Max Planck Institute for Informatics, Saarbücken, Germany",False
homepages/a/RalitsaAngelova,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/a/GennadyLAndrienko,"Fraunhofer Institute IAIS - Intelligent Analysis and Information Systems, Sankt-Augustin, Germany",False
homepages/71/4882,"Fraunhofer Institute for Intelligent Analysis and Information Systems (IAIS), Sankt Augustin, Germany",False
homepages/71/1981,"Max Planck Institute for Software Systems, Kaiserslautern, Germany",False
homepages/71/4173-5,"FZI Forschungszentrum Informatik, Group of Technisch Kognitive Assistenzsysteme, Germany",False
homepages/71/3174,"Max Planck Institute for Human Development, Berlin, Germany",False
homepages/149/0941,"Max Planck Institute for Informatics (MPII), Saarbrücken, Germany",False
homepages/183/9153,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/222/2820,"TIB Leibniz Information Center for Science & Technology, Germany",False
homepages/81/8780,"Max Planck Institute for Informatics, Saarbücken, Germany",False
homepages/170/2693,"Max Planck Institute for Informatics (MPII), Saarbrücken, Germany",False
homepages/e/LudgervanElst,"German Research Centre for Artificial Intelligence, DFKI, Kaiserslautern, Germany",False
homepages/e/ThomasEngel,"Institute for Telematics, Trier, Germany",False
homepages/e/ClaudiaEckert,"Fraunhofer Research Institution for Applied and Integrated Security (AISEC), Garching, Germany",False
homepages/75/790,"Max Planck Institute for Informatics, Saarbücken, Germany",False
homepages/75/7005-2,"Berlin Institute of Technology, Germany",False
homepages/75/6510,"German National Research Center for Information Technology (GMD), Sankt Augustin, Germany",False
homepages/75/8312,"Max Planck Institute of Neurobiology, Germany",False
homepages/41/6844,"German Research Center for Artificial Intelligence (DFKI), Saarbrücken, Germany",False
homepages/41/4748-1,"Max Planck Institute for Intelligent Systems, Tübingen, Germany",False
homepages/41/4122,"German Research Center for Artificial Intelligence (DFKI), Kaiserslautern, Germany",False
homepages/41/1369,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/o/ReinhardOppermann,"Frauenhofer FIT, Sankt Augustin, Germany",False
homepages/20/4130,"Max Planck Institute for Neurological Research, Cologne, Germany",False
homepages/20/9056,"Max Planck Institute for Informatics, Saarbücken, Germany",False
homepages/20/11262-1,"ZBW - Leibniz Information Centre for Economics, Kiel, Germany",False
homepages/88/4000-1,"German Research Centre for Artificial Intelligence (DFKI), Saarbrücken, Germany",False
homepages/88/1950,"German Research Centre for Artificial Intelligence, DFKI, Kaiserslautern, Germany",False
homepages/88/3717,"Testfabrik AG, Saarbrücken, Germany",False
homepages/47/2811,"DBpedia Association, Germany",False
homepages/64/1706-3,"Zuse Institute Berlin, Germany",False
homepages/64/5666-34,"FIZ Karlsruhe - Leibniz Institute for Information Infrastructure, Germany",False
homepages/146/9680,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/40/7591,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/40/215,"German Aerospace Centre, Remote Sensing Technology Institute, Weßling, Germany",False
homepages/13/6920,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/13/6111,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/13/6111,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/r/MayaRamanath,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/r/MartinReuter,"German Center for Neurodegenerative Diseases, Germany",False
homepages/r/ThomasRisse,"Fraunhofer Institute for Integrated Publication and Information Systems (IPSI), Darmstadt, Germany",False
homepages/r/ThomasRisse,"German National Research Center for Information Technology (GMD), Darmstadt, Germany",False
homepages/r/AndreyRybalchenko,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/00/6376,"Max Planck Institute of Molecular Plant Physiology (MPIMP), Potsdam, Germany",False
homepages/17/6280,"Max Planck Institute for Intelligent Systems, Tübingen , Germany",False
homepages/17/525,"Max-Planck-Institut für Bildungsforschung, Berlin, Germany",False
homepages/15/3885,"Max-Planck-Institut für Strömungsforschung, Göttingen, Germany",False
homepages/15/6039,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/55/3595-2,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/55/6899,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/55/3346,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/55/6464-1,"Fraunhofer IAIS, St. Augustin, Germany",False
homepages/58/3306-1,"German Research Center for Artificial Intelligence (DFKI), Saarbrücken, Germany",False
homepages/58/4616,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/69/5386,"German Research Center for Artificial Intelligence (DFKI), Saarbrücken, Germany",False
homepages/05/788,"Infineon Technologies AG, Duisburg, Germany",False
homepages/05/4398,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/05/6145,"German Research Centre for Artificial Intelligence, DFKI, Kaiserslautern, Germany",False
homepages/05/1558,"Max Planck Institute for Informatics, Saarbücken, Germany",False
homepages/05/9829,"GESIS - Leibniz Institute for the Social Sciences, Germany",False
homepages/05/6406,"TIB Leibniz Information Center for Science & Technology, Germany",False
homepages/05/2290,"Heidelberg Institute for Theoretical Studies, Germany",False
homepages/45/329-4,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/08/7058-2,"Fraunhofer FKIE, Wachtberg, Germany",False
homepages/74/9125,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/130/0373,"Max Planck Institute for Informatics, Saarbücken, Germany",False
homepages/181/3914,"German Aerospace Center, Oberpfaffenhofen, Germany",False
homepages/181/2310-1,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/181/2310-1,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/181/2795-2,"OFFIS - Institute for Information Technology, Oldenburg, Germany",False
homepages/28/8510,"Max-Planck-Institut für Informatik, Saarbrücken, Germany",False
homepages/28/7214,"NEC Laboratories Europe, Heidelberg, Germany",False
homepages/28/6672,"German Research Center for Artificial Intelligence (DFKI), Saarbrücken, Germany",False
homepages/28/10440,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/28/3224,"Max Planck Institute for Informatics, Saarbücken, Germany",False
homepages/28/4367-2,"Heidelberger Druckmaschinen AG, Kiel, Germany",False
homepages/28/6054,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/28/3256-1,"Volkswagen AG, Germany",False
homepages/14/3958-3,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/73/1149-8,"German Aerospace Center (DLR), Remote Sensing Technology Institute, Oberpfaffenhofen, Germany",False
homepages/s/ThomasStrang,"German Aerospace Center, Germany",False
homepages/s/VioricaSofronieStokkermans,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/s/RalfSeepold,"HTWG Konstanz, Germany",False
homepages/s/AlbrechtSchmidt1,"Fraunhofer Institute for Intelligent Analysis and Information Systems (IAIS), Germany",False
homepages/s/MichaelStrube1,"Heidelberg Institute for Theoretical Studies (HITS), Heidelberg, Germany",False
homepages/s/BerntSchiele,"Max Planck Institute for Informatics, Saarbücken, Germany",False
homepages/s/KlausSchneider3,"Liebherr-Werk Nenzing GmbH, Germany",False
homepages/s/HansJorgSchek,"IBM Heidelberg, Germany",False
homepages/s/MartinStrauss2,"DFKI, Saarbrücken, Germany",False
homepages/s/HyunjungShin,"Max Planck Institute for Informatics, Saarbücken, Germany",False
homepages/s/CarstenStoll,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/s/StefanSiersdorfer,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/s/HaraldSack,"FIZ Karlsruhe, Leibniz Institute for Information Infrastructure, Germany",False
homepages/s/HaraldSack,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/s/TobiasScheffer,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/38/7003,"Max Planck Institute for Intelligent Systems, Tübingen, Germany",False
homepages/135/7623,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/67/3271,"Max Planck Institute for Intelligent Systems, Tübinngen, Germany",False
homepages/67/3271,"Fraunhofer FIRST, Berlin, Germany",False
homepages/67/1543,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/67/433,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/67/8577,"GESIS - Leibniz Institute for the Social Sciences, Germany",False
homepages/199/7732,"Fraunhofer Institute for Intelligent Analysis and Information Systems IAIS, Sankt Augustin, Germany",False
homepages/z/ChristianZimmer,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/z/DemetriosZeinalipourYazti,"Max-Planck Institute for Informatics, Saarbruecken, Germany",False
homepages/07/1263,"Fluid Operations AG, Walldorf, Germany",False
homepages/07/5701,"CISPA Helmholtz Center for Information Security, Saarland Informatics Campus, Germany",False
homepages/85/4811,"Academy of Sciences of the German Democratic Republic, Berlin, Germany",False
homepages/85/7634-1,"Max Planck Institute for Informatics (MPII), Saarbrücken, Germany",False
homepages/85/72,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/153/1413,"German Research Center for Artificial Intelligence (DFKI), Saarbrücken, Germany",False
homepages/153/7553,"German Aerospace Center (DLR), Wessling, Germany",False
homepages/g/DilanGorur,"Max Planck Institute for Informatics, Saarbücken, Germany",False
homepages/g/HaraldGanzinger,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/g/NaveenGarg,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/g/GunnarAastrandGrimnes,"German Research Centre for Artificial Intelligence, DFKI, Kaiserslautern, Germany",False
homepages/51/1429,"Berlin State Library, Germany",False
homepages/51/8151,"Amazon Research, Berlin, Germany",False
homepages/51/8821,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/51/5621-3,"Fraunhofer Institute for Manufacturing Engineering and Automation (IPA), Stuttgart, Germany",False
homepages/k/MatthiasKlusch,"German Research Centre for Artificial Intelligence, DFKI, Saarbrücken, Germany",False
homepages/k/IritKatriel,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/k/RonKikinis,"Fraunhofer MEVIS, Bermen, Germany",False
homepages/k/AlexanderKesselman,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/k/AntonioKruger,"DFKI, Saarbrücken, Germany",False
homepages/k/LukaszKowalik,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/k/ArjanKuijper,"Fraunhofer Institute for Computer Graphics Research (IGD), Darmstadt, Germany",False
homepages/k/MartinKutz,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/86/3241,"German Research Centre for Artificial Intelligence, DFKI, Kaiserslautern, Germany",False
homepages/86/274,"Leibniz Institute for Prevention Research and Epidemiology, Bremen, Germany",False
homepages/86/9507,"GESIS, Köln, Germany",False
homepages/27/3809-3,"German Cancer Research Center, Heidelberg, Germany",False
homepages/27/1141,"Heidelberg Institute for Theoretical Studies, Germany",False
homepages/27/6308,"DLR, Germany",False
homepages/78/1502,"Max Planck Institute for Intelligent Systems, Tübingen, Germany",False
homepages/46/4046,"Elsevier, Germany",False
homepages/46/7963,"Daimler AG, Böblingen, Germany",False
homepages/49/3198-3,"Comsoft, Karlsruhe, Germany",False
homepages/49/3198-7,"German Aerospace Center (DLR), Wessling, Germany",False
homepages/49/4653-1,"NEC Laboratories Europe, Heidelberg, Germany",False
homepages/12/3752,"Honda Research Institute Europe GmbH, Offenbach/Main, Germany",False
homepages/12/5233,"Max Planck Institute for Biological Cybernetics, Germany",False
homepages/12/8419,"German Research Center for Artificial Intelligence (DFKI), Saarbrücken, Germany",False
homepages/30/1352-1,"Zalando Payments, Berlin, Germany",False
homepages/30/1352-1,"Intel Security, Germany",False
homepages/30/1352-1,"McAfee Gmbh, Frankfurt, Germany",False
homepages/30/507-4,"Max-Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/v/SergeiGVorobyov,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/11/2398,"German National Library of Medicine (ZB MED), Germany",False
homepages/66/6931,"Max Planck Institute for Intelligent Systems, Stuttgart, Germany",False
homepages/56/2153-3,"Daimler AG, Ulm, Germany",False
homepages/56/2085,"Daimler AG, Sindelfingen, Germany",False
homepages/56/1568,"Helmholtz Centre for Infection Research, Braunschweig, Germany",False
homepages/93/7965,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/93/99,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/93/4264,"Bundesanstalt für Gewässerkunde, Koblenz, Germany",False
homepages/93/5872,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/93/5505-1,"Max Planck Institute for Cognitive Neurosciences, Leipzig, Germany",False
homepages/93/7793,"German Aerospace Center, Germany",False
homepages/93/6234-1,"DFKI, Language Technology Lab, Saarbrücken, Germany",False
homepages/93/2604-1,"Max-Planck-Institut für Informatik, Saarbrücken, Germany",False
homepages/48/10142,"Max-Planck-Institut für Informatik, Saarbrücken, Germany",False
homepages/48/6970-3,"NEC Laboratories Europe, Heidelberg, Germany",False
homepages/48/1492,"DFKI, Kaiserslautern, Germany",False
homepages/48/7186,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/26/4352-1,"Frauenhofer IAIA, Sankt Augustin, Germany",False
homepages/26/1509-1,"Leibniz Institute of Plant Genetics and Crop Plant Research, Seeland, Germany",False
homepages/26/836,"SAP Research Karlsruhe, Germany",False
homepages/26/836,"Max Planck Institute for Computer Science, Saarbrücken, Germany",False
homepages/26/2807,"German Research Center for Artificial Intelligence (DFKI), Saarbrücken, Germany",False
homepages/22/3774,"German Research Center for Artificial Intelligence (DFKI), Kaiserslautern, Germany",False
homepages/22/1423,"FireEye, Dresden, Germany",False
homepages/202/2068,"Max-Planck Institute for Intelligent Systems, Tübingen, Germany",False
homepages/120/5577,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/180/5930,"German Aerospace Center (DLR), Robotics and Mechatronics Center, Wessling, Germany",False
homepages/159/7822,"OFFIS, Oldenburg, Germany",False
homepages/159/1133-1,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/159/6154,"Wikimedia Deutschland, Berlin, Germany",False
homepages/37/7457-1,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/37/10482-1,"FZI Research Center for Information Technology, Karlsruhe, Germany",False
homepages/16/6942,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/16/6503-1,"DKFI, Kaiserslautern/Berlin, Germany",False
homepages/16/5706,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/16/3748,"German Institutes for Textile and Fibre Research, Denkendorf, Germany",False
homepages/16/9167-2,"German Aerospace Center (DLR), Germany",False
homepages/169/4769-1,"Max Planck Institute for Informatics (MPII), Saarbrücken, Germany",False
homepages/52/10153-1,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/d/AndreasDengel,"German Research Centre for Artificial Intelligence, DFKI, Kaiserslautern, Germany",False
homepages/d/GeroDecker,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/128/9583,"German Research Center for Artificial Intelligence (DFKI), Saarbrücken, Germany",False
homepages/70/553,"GESIS - Leibniz Institute for the Social Sciences, Cologne, Germany",False
homepages/70/8653,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/70/5620,"DFKI GmbH, Saarbrücken, Germany",False
homepages/70/6203,"Max Planck Institute for Informatics (MPII), Saarbrücken, Germany",False
homepages/n/FelixNaumann,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/n/FrankNeumann,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/98/1140,"Lingenio GmbH, Heidelberg, Germany",False
homepages/98/8574,"GESIS - Leibniz Institute for the Social Sciences, Germany",False
homepages/03/1627,"German Research Centre for Artificial Intelligence, DFKI, Kaiserslautern, Germany",False
homepages/03/8949,"German Aerospace Center (DLR), Remote Sensing Technology Institute, Wessling, Germany",False
homepages/03/8092,"German Aerospace Center, DLR Oberpfaffenhofen, Wessling, Germany",False
homepages/03/7228,"Research Centre Jülich, Institute of Neuroscience and Medicine, Germany",False
homepages/35/1634,"Fraunhofer FKIE, Wachtberg, Germany",False
homepages/84/5432-2,"FZI Forschungszentrum Informatik, Berlin, Germany",False
homepages/68/8050,"MPI for Intelligent Systems, Tuebingen, Germany",False
homepages/34/6646,"Max Planck Institute for Intelligent Systems, Tübingen, Germany",False
homepages/97/119,"Max Planck Institute for Intelligent Systems, Tübingen, Germany",False
homepages/97/9963,"Max Planck Institute for Intelligent Systems, Tübingen, Germany",False
homepages/97/6115,"Berlin Big Data Center, Germany",False
homepages/97/4649-4,"MPI Informatik, Saarbrücken, Germany",False
homepages/97/3452,"FZI Research Center for Information Technology, Karlsruhe, Germany",False
homepages/97/1213-1,"Max Planck Institute for Intelligent Systems, Tübingen, Germany",False
homepages/97/1213-1,"Max Planck Institute for Biological Cybernetics, Tübingen, Germany",False
homepages/97/8772,"German Aerospace Center, Germany",False
homepages/62/8171,"Max Planck Institute for Informatics, Saarbücken, Germany",False
homepages/62/8086,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/04/4166,"Max Planck Institute for Informatics, Saarbücken, Germany",False
homepages/04/7743,"Max Planck Institute for Informatics, Saarbücken, Germany",False
homepages/04/3348-1,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/44/7122,"Max Planck Institute of Biochemistry, Martinsried, Germany",False
homepages/44/596,"German Research Center for Artificial Intelligence (DFKI), Saarbrücken, Germany",False
homepages/99/7174,"Frankfurt Institute for Advanced Studies, Frankfurt am Main, Germany",False
homepages/99/3033-1,"adesso AG, Dortmund, Germany",False
homepages/99/2674,"German Federal Institute for Risk Assessment, Berlin, Germany",False
homepages/99/2674,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/99/7948,"Max Planck Institute for Informatics, Saarbücken, Germany",False
homepages/142/2549,"Max Planck Institute for Intelligent Systems, Tübingen, Germany",False
homepages/142/1806,"CISPA Helmholtz Center for Information Security, Saarbrücken, Germany",False
homepages/36/1060,"Knowledge Media Research Center, Tübingen, Germany",False
homepages/36/3234-1,"ARITHNEA GmbH, Taufkirchen, Germany",False
homepages/36/3354,"Fair Isaac Germany GmbH, Berlin, Germany",False
homepages/36/3354,"Zuse Institute, Berlin, Germany",False
homepages/31/6511,"Honda Research Institute, Offenbach am Main, Germany",False
homepages/31/7503,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/31/3800-2,"HITS gGmbH, Heidelberg, Germany",False
homepages/31/3800-2,"European Media Laboratory (EML) Research, Heidelberg, Germany",False
homepages/31/1363-1,"Fraunhofer IGD, Darmstadt, Germany",False
homepages/127/0394,"Max Planck Institute for Informatics, Saarbücken, Germany",False
homepages/127/1469,"Max Planck Institute for Informatics, Saarbücken, Germany",False
